RN7SL566P 53.23
AQP7P4 87.38
IBD6 7.62
MIR3152 40.70
LINC00582 51.94
RN7SL73P 41.94
PPH2 43.3
MAPK6 62.8
GSM1 71.7
MTNR1B 19.17
EEF1A1P28 47.93
RNU6-794P 54.11
LINC01010 36.12
RPS2P19 42.12
CDK5RAP3 53.03
KRTAP10-5 33.76
TRAJ27 68.52
BRD7P6 74.51
CES1P2 60.65
LINC02009 36.87
MIR548F4 55.52
