NBEAP5 37.38
RNU6-191P 71.46
NAPGP1 64.76
MIR3152 40.70
CCDC130 61.30
RPL3P10 41.24
RNU7-81P 57.94
MRPS18CP3 62.70
RPL24P8 38.25
TBX20 56.16
MIR6828 69.17
SALRNA3 59.98
KIAA1429 30.83
RPL17P34 9.85
C6orf1 38.16
RPS15AP31 84.70
CTSZ 36.24
TREHP1 85.39
RPL32P13 78.33
RNU6-807P 79.01
SCARNA18B 65.43
RNU6-790P 38.49
RN7SL451P 65.57
SYM2 55.83
MIR335 59.89
RNU6-1301P 35.76
RPL9P4 31.44
RNU4ATAC4P 45.63
RNU6-1280P 47.81
RPS10P28 91.83
RN7SL135P 27.19
SYCP3 37.63
AFMID 37.05
RAP2A 83.85
EEF1GP6 40.10
RNU7-21P 44.36
LINC01755 53.33
IGHV3-43 47.55
LINC00692 81.88
BRD7P6 74.51
RNU1-76P 60.88
RN7SKP19 29.20
RNU6-227P 14.64
LINC01054 41.08
TSPAN11 44.92
COIL 32.45
XPO5 16.84
MIR7-2 38.97
MEOX2-AS1 37.84
ZNF664 25.75
SMCR8 78.63
MIR4768 1.13
LINC01630 49.47
TRAJ27 68.52
ZNF524 83.16
TMEM106B 43.46
KRT8P6 37.35
COMMD9 69.81
RNU6-813P 74.04
GAPDHP25 42.80
LINC02009 36.87
RILP 26.12
GPR63 67.00
RN7SL668P 75.14
RNU6-747P 39.22
SNAR-I 68.18
FGFRL1 46.34
MRRF 38.64
NOC2LP1 54.88
CYCSP22 60.31
FRA7J 15.18
MIR1243 54.26
SNORD116-8 71.35
FH 54.74
MIR1185-2 29.44
RANGRF 99.73
RN7SL849P 56.69
USP9YP27 42.16
RPS2P21 31.14
E2F8 48.53
KRTAP10-5 33.76
GDPD4 61.21
RPS2P19 42.12
SNX18P27 34.75
PFN1 17.85
PHRF1 28.21
C11orf16 31.96
RPL19P3 58.35
RN7SL474P 72.38
AASDH 45.86
RPL26P15 30.37
RPS15AP37 48.18
LINC01628 82.48
RNU7-70P 70.85
ODCP 102.18
CAPN10 76.75
INPP1 63.01
RPS2P24 23.22
GBP4 41.34
TMEM173 78.61
PAICSP6 70.29
KCNMB2-AS1 60.14
FBXO41 37.15
LYPD1 46.20
RN7SKP151 86.42
SORD2P 57.02
MIR6742 61.62
PGBD4P8 25.10
MMP25-AS1 64.95
HEATR1 74.95
PRAMEF15 52.27
LINC00670 72.24
GAPDHP76 72.13
MIR3681HG 2.43
MAPK6PS2 42.27
IL9RP1 39.97
RPL18P12 78.95
WBP2 62.12
RNU6-1000P 69.13
GPHB5 40.12
CHCHD6 30.90
PIRC46 65.82
PRKCSH 34.05
LINC00892 81.06
INS-IGF2 70.60
RPL31P10 35.56
C1QTNF3 61.76
RPS10P18 37.35
VIPR1 41.67
LINC02040 48.03
RNU4ATAC17P 63.95
HEBP1 56.20
CCNG2P1 72.90
PHB2P1 59.14
MIR6875 52.29
RABEPKP1 75.39
DEPDC5 55.13
RPS2P25 76.85
RN7SL121P 108.36
RPS29P17 40.14
RNU6-467P 56.15
PVR 59.33
GSTTP2 31.59
RPL37 44.03
SNORD115-42 44.56
SPDYE17 42.71
PFKM 33.29
ATAD2 54.01
SMYD4 3.34
CKAP2 60.28
RPS26P58 39.00
RNU6-1340P 21.29
CXorf51B 54.45
LINC01247 13.01
TMEM108-AS1 61.57
SDF4 21.20
ZNF219 31.03
GPC3 59.50
RN7SL843P 40.21
RHEBP2 49.25
SPAG17 67.98
MIR8083 59.40
RNU4ATAC9P 38.58
MIR6862-2 53.74
RBM47 37.21
RNU6-917P 48.76
UQCRFS1P3 44.46
COD2 52.67
MIR625 47.85
HORMAD1 53.79
MIR509-2 21.70
MIR4770 52.26
GPR22 68.42
MRPS21P2 70.21
RNU6-708P 46.74
SPATC1 41.50
RNU6-296P 28.15
LINC00358 21.92
CTD 54.25
LINC01703 61.32
RPAP3 37.75
SNORD116-30 55.12
GNLY 86.93
SHF 44.11
MRX84 53.82
IGHD4-17 40.19
RNU2-46P 30.91
MIR624 47.19
RPL23AP18 71.52
MIR224 49.46
TNPO3 41.85
RN7SKP235 59.39
IQCG 25.55
LAMP5-AS1 88.71
LINC00648 53.34
DCST1-AS1 35.88
PTH2 67.07
RNU6-637P 72.45
RNU6-1268P 65.67
KRT8P36 70.15
RPS29P8 70.43
EEF1E1 70.62
FRMPD2 34.22
CCDC63 21.00
RN7SL73P 41.94
ANXA6 44.15
RNU6-100P 24.47
GFOD2 74.91
RPS18P9 45.94
RNU7-36P 17.37
RPS27AP11 86.97
TP53I13 42.43
ZNF189 60.94
RNU2-25P 41.91
IBD6 7.62
RNU6-1263P 49.89
TRIAP1 13.59
ZNF709 84.69
ZNF469 26.82
MIR4758 62.13
RPL35AP33 60.44
RN7SL703P 63.64
OPHN1 56.54
MTAPP2 22.99
CCKAR 38.74
RPS26P23 34.35
MIR142 33.75
MIR591 27.13
MIR548F4 55.52
RN7SKP173 47.25
RN7SL791P 45.07
MIR1343 12.38
LINC01634 48.54
GHDC 52.99
SAA2-SAA4 53.74
RNU6-854P 29.06
DFNB38 37.53
NEDD8 60.04
PRR5-ARHGAP8 44.62
RPL21P117 17.35
CTBP2P4 62.37
RNU1-36P 57.68
MIR2114 55.13
RNY3P5 85.29
RPS3AP38 55.40
HEMK1 81.72
RNU6-669P 43.24
CT47A11 79.12
LINC00858 20.40
RN7SL495P 31.60
ZNF441 59.39
VN1R41P 60.97
VN1R19P 33.98
MIR15A 60.33
EVI2B 30.07
IGHV3-9 50.61
LINC01799 62.78
NCL 52.33
RPS12P1 35.99
ZBTB1 2.84
TTC31 18.63
SNX2P2 26.01
TRBV6-1 29.88
TXNP5 41.48
RPS3P7 33.67
RN7SL697P 51.01
RNF225 64.00
RNU6-272P 37.07
RNVU1-6 59.43
LINC01072 38.91
PLPPR3 30.92
RPL18P13 54.24
ACSF2 28.69
CARSP2 68.71
RPL12P1 43.78
MED28P5 34.98
MAP3K8 60.31
PTPN21 48.30
MIR3180-1 44.88
RNU6-697P 48.10
AMCN 31.75
GART 73.71
KRT18P30 92.14
RNU6-447P 56.85
GAGE4 45.30
MIR337 40.12
RPL12P18 31.43
SNRPCP17 34.44
RPS14P10 64.07
RPL36AP30 33.18
LINC02179 18.37
CENPJ 76.51
C12orf74 67.19
LINC01841 24.25
RNU6-1222P 49.91
SNORA13 25.79
ADNP-AS1 18.95
KLHDC7A 49.16
DUX4L27 32.08
ZNF616 67.25
SNRPGP20 59.83
IGLC3 39.99
NPAP1P3 71.06
MIR4293 49.70
RNY3P10 97.95
C5orf58 33.57
BRD8 88.29
LINC01686 56.10
RN7SL566P 53.23
PCDHGA5 14.86
ZNF888 14.59
KLHDC8B 62.35
MIR3171 60.89
RNU4-71P 26.18
HLA-N 23.24
MIR491 64.77
CHCHD2P11 19.64
FN1 36.86
ENTHD1 55.27
BCL9P1 12.17
RPS25P6 44.86
MIR7-1 21.68
RPS26P12 98.42
PRELID1 60.28
RBM27 51.57
CPQ 49.56
WDR37 68.79
RPS12P10 58.84
RPL7P21 38.87
RNU7-137P 63.11
RPL38 36.32
SNORD111 66.60
FNBP1 25.27
RN7SL426P 66.82
MIR1256 34.49
CHRFAM7AP2 78.44
PDCL3P1 23.71
MKX-AS1 13.58
EEF1A1P28 47.93
PDCD4-AS1 56.66
RNF38 38.43
RN7SKP127 53.64
ATL3 45.63
MTHFSD 38.09
MIR524 9.48
UQCRHP1 64.66
PTS 16.33
LINC00537 3.89
RN7SL560P 10.16
MIR1302-9 46.96
FRA2F 50.60
TSPY4 47.06
LINC01645 33.75
RPL17P33 84.82
ZPAXP 47.79
KPNA2P1 20.28
INSC 44.82
ZNF649-AS1 70.95
RNU6-1129P 61.72
CMT1A 41.33
RPL21P127 85.71
